Mass,LogL,LogL_lb,LogL_ub
0.15600000000000003,-2.5368161330238452,-2.5488340526630475,-2.524761238391772
0.15700000000000003,-2.5300033432134743,-2.5419085093900313,-2.5182391789913843
0.15731213362868723,-2.527977697641477,-2.539748366919519,-2.516212117871228
0.15800000000000003,-2.5233367124897716,-2.535126183543567,-2.511879453460216
0.15900000000000003,-2.516902656737587,-2.5284760213769184,-2.5055530177234457
0.16000000000000003,-2.510491926141187,-2.5218862581281405,-2.4992664214003995
0.16100000000000003,-2.5041604575665,-2.515388373732886,-2.4931074277029635
0.16103665083914465,-2.503956256395581,-2.5151387780649705,-2.492797233200588
0.16200000000000003,-2.4979189547174543,-2.508987399883393,-2.4870115321673136
0.16300000000000003,-2.4918144400671345,-2.502692379300323,-2.4810050619700936
0.16400000000000003,-2.4856168242215646,-2.4964509354914366,-2.4750768308496625
0.16500000000000004,-2.4796973761122043,-2.4903497524018183,-2.4690793917153333
0.16600000000000004,-2.473833525630977,-2.484321612085791,-2.463348981594164
0.16700000000000004,-2.4679639973211005,-2.4784739307456016,-2.4575373130098694
0.16800000000000004,-2.4621772348392525,-2.4726044064193444,-2.4518601058042133
0.16900000000000004,-2.456505293782434,-2.466808478852717,-2.446250578031725
0.17000000000000004,-2.4508773354582454,-2.461273210434419,-2.4405983328153833
0.17100000000000004,-2.445267643058096,-2.4555971195610424,-2.4352213050366442
0.17200000000000004,-2.439768207836802,-2.450276659568217,-2.4297359007795625
0.17300000000000004,-2.4343923197034325,-2.4447318267120486,-2.424161153567229
0.17400000000000004,-2.429000288855929,-2.4395037770976566,-2.4187671014226244
0.17500000000000004,-2.4236258808805538,-2.434201140689024,-2.4133945899751734
0.17600000000000005,-2.4183135786264316,-2.4290185160323574,-2.408088255342997
0.17609128923313835,-2.4178731794717705,-2.428425864118248,-2.407526407737982
0.17700000000000005,-2.413103806641499,-2.42370852446807,-2.402590866981032
0.17734875983495368,-2.4113057476045316,-2.4218910083688265,-2.4007660689008783
0.17800000000000005,-2.4078215443808775,-2.4186637412997847,-2.3973172203220114
0.17900000000000005,-2.402719730524695,-2.413578951920117,-2.391991762065312
0.18000000000000005,-2.397744075629373,-2.4085874949763943,-2.386714480031525
0.18100000000000005,-2.392702251333483,-2.403606506110025,-2.3815406334550238
0.18149697679567303,-2.3901040164759233,-2.4012222047022913,-2.3789710074182757
0.18200000000000005,-2.387619962548976,-2.398682392797914,-2.3763920457920027
0.18260064118189623,-2.3845831955207295,-2.3957850753228187,-2.3732627991662456
0.18300000000000005,-2.382569466324943,-2.3936793743847056,-2.371316148813965
0.18400000000000005,-2.377717951855666,-2.388926523933928,-2.3662308332778252
0.18500000000000005,-2.3727399860606972,-2.384199318620526,-2.3611936957663424
0.18600000000000005,-2.3678350471856335,-2.379494002651204,-2.35620060438375
0.18700000000000006,-2.362988828690738,-2.3748285136633793,-2.351288874285742
0.18800000000000003,-2.358074606323176,-2.3701060519560704,-2.346242106769996
0.18900000000000003,-2.353368882309086,-2.3654501537523434,-2.3415037854006435
0.19000000000000003,-2.3486096980771833,-2.3608977049793083,-2.336674054175573
0.19100000000000003,-2.3439344029532956,-2.3562145634950804,-2.3318932904280656
0.19200000000000003,-2.3392030315985313,-2.3517234629952775,-2.3271401878793427
0.19300000000000003,-2.334593678760391,-2.347145097265436,-2.3224585306657817
0.19394416339916454,-2.330168192523177,-2.342948052479053,-2.317974096441315
0.19400000000000003,-2.329813834182338,-2.34270640726467,-2.317787636004401
0.19500000000000003,-2.3252639458190925,-2.33818420929362,-2.3130776461924305
0.19600000000000004,-2.3207720947744086,-2.3337099794053175,-2.308565408073233
0.19700000000000004,-2.3161443833812787,-2.329240166884391,-2.3039507803412045
0.19800000000000004,-2.3116475536747823,-2.3248492481070815,-2.299555387026592
0.19900000000000004,-2.3071003787448614,-2.3202349231997665,-2.294997417719377
0.20000000000000004,-2.3027239763015497,-2.31594069809319,-2.290572171821363
0.20100000000000004,-2.298346223947328,-2.311460794511424,-2.2862820019584067
0.20200000000000004,-2.2939068461954637,-2.30717253078269,-2.2817783574633825
0.20300000000000004,-2.289677798404791,-2.3027068494072713,-2.2773464090039663
0.20400000000000004,-2.285395933672885,-2.298404184775393,-2.2729531200579842
0.20500000000000004,-2.2810692442554137,-2.2941251931898803,-2.2687476771386033
0.20600000000000004,-2.276804989857324,-2.2898122804339707,-2.2645126266894917
0.20700000000000005,-2.2724616422292074,-2.2855299363281514,-2.260339505339865
0.20800000000000005,-2.2682958217031732,-2.281320666438819,-2.256030584791966
0.20900000000000005,-2.264113909909378,-2.276989331512847,-2.2519642143792242
0.21000000000000005,-2.259928574717822,-2.2728745282734577,-2.2478623753363007
0.21100000000000005,-2.2558599985674688,-2.268776092221813,-2.2438292527755612
0.21200000000000005,-2.2517942964805364,-2.264504847847979,-2.2397459688782164
0.21300000000000005,-2.247704352804152,-2.260344884912594,-2.2358727104071408
0.21400000000000005,-2.2437084362991797,-2.2561052671714097,-2.231921545766684
0.21500000000000005,-2.2396731511160195,-2.2522465688766093,-2.2280564203426314
0.21600000000000005,-2.235744275340015,-2.2481042789874652,-2.224242620294314
0.21700000000000005,-2.2318089840360265,-2.2439275943673613,-2.2203162493553563
0.21800000000000005,-2.227855409212915,-2.240011472112293,-2.216453016961244
0.21821012277366883,-2.2270754150022727,-2.239079362063535,-2.215785189589918
0.21900000000000006,-2.224035820625943,-2.2361100410418513,-2.2127681412962317
0.22000000000000003,-2.220235782995866,-2.232147257114481,-2.209099538307223
0.22100000000000003,-2.216409009287994,-2.2282032089987096,-2.2053507071496137
0.22200000000000003,-2.212686657541351,-2.2242214764155337,-2.201749436246119
0.22300000000000003,-2.208877872559336,-2.2202744587426944,-2.1981265286012603
0.22400000000000003,-2.2052563173709423,-2.2165593551558973,-2.194598629767599
0.22500000000000003,-2.2016342516365297,-2.2126864885958772,-2.190991025852662
0.22600000000000003,-2.1979214461942576,-2.208987871808239,-2.1873867260217756
0.22700000000000004,-2.194422998677021,-2.2052448509271447,-2.1838294874520097
0.22800000000000004,-2.1908300978467645,-2.201493885052204,-2.1803218546863534
0.22900000000000004,-2.1871912542755507,-2.197807402537065,-2.1769081668991794
0.23000000000000004,-2.1837358357092516,-2.1941737939988863,-2.173394709067196
0.23100000000000004,-2.1801714602429465,-2.190595586562843,-2.1700385519795367
0.2315577696814219,-2.1782145173024268,-2.1885497704624974,-2.1681174643784984
0.23200000000000004,-2.176725775840392,-2.186867302559935,-2.1666825785329378
0.23300000000000004,-2.1732887559269587,-2.1833524045078843,-2.1632011214535556
0.23400000000000004,-2.1698392729850555,-2.179754857602904,-2.159937986527837
0.23500000000000004,-2.16652037425242,-2.1764874441988376,-2.156471605629464
0.23529072343218344,-2.1655582803668363,-2.1753096993500662,-2.1555594059118257
0.23600000000000004,-2.16307507135051,-2.1728384809035415,-2.1531836864575995
0.23700000000000004,-2.159695767251744,-2.1693434213741423,-2.149908814603144
0.23721027294373204,-2.159014730165949,-2.1686958012938415,-2.1491605902574347
0.23800000000000004,-2.1563877155815905,-2.166032861387732,-2.1466388404970074
0.23900000000000005,-2.1531913320456,-2.162504342622761,-2.1434517628967695
0.24000000000000005,-2.14972296774282,-2.1591191975718314,-2.140245311338427
0.24021939504308476,-2.1490123526089864,-2.158427075274828,-2.1395599095880935
0.24100000000000005,-2.146411449471445,-2.155988197176918,-2.1369517966586127
0.24200000000000005,-2.143179286854562,-2.1525525261669043,-2.1337601428647552
0.24300000000000005,-2.1399796395606625,-2.1492270668541935,-2.130565465241701
0.24400000000000005,-2.1367091231974564,-2.1459960922942223,-2.127401354167162
0.24500000000000005,-2.133549990663709,-2.142804371334053,-2.1242650504667786
0.24600000000000005,-2.1303342851854894,-2.139573591362127,-2.1211283646594414
0.24700000000000005,-2.1271431132139096,-2.1361393220665383,-2.118167663683161
0.24800000000000005,-2.1239996410150757,-2.1331323181448827,-2.114980558519136
0.24900000000000005,-2.1208191419206175,-2.129880112005891,-2.11189411386432
0.25000000000000006,-2.1178026965140027,-2.1267961994509874,-2.10889448150086
0.25100000000000006,-2.1146642273559424,-2.123685233192033,-2.1057602802755504
0.25200000000000006,-2.111601210020577,-2.1205894059560824,-2.1026800262285676
0.2529016479389201,-2.108852797982869,-2.1176882249384037,-2.100069775703354
0.25300000000000006,-2.1084934965082285,-2.1174517578634635,-2.0997290512875457
0.25400000000000006,-2.1054894193654263,-2.1143912831158125,-2.096754406780382
0.25500000000000006,-2.10252174856445,-2.111269053100523,-2.093733273805942
0.25600000000000006,-2.0994563279147753,-2.1082024483475443,-2.090820105245764
0.25700000000000006,-2.0964436436652703,-2.1052149951363894,-2.0878202075729186
0.25800000000000006,-2.093505741797207,-2.1021488477164976,-2.0849599456688894
0.25900000000000006,-2.090507892768742,-2.099231173504776,-2.0819491375178716
0.26000000000000006,-2.0875802228591906,-2.096119098171494,-2.079049503696723
0.26100000000000007,-2.0846064074756203,-2.0931860396429913,-2.0762515019590086
0.26200000000000007,-2.081772987272772,-2.090357199106064,-2.073331503842142
0.26259866929352804,-2.0799199707275524,-2.0884662471733515,-2.0714674607923302
0.263,-2.0788138744578495,-2.087246560998154,-2.0704410511643645
0.264,-2.0758806616556593,-2.0843565479423187,-2.067386206103669
0.26452825918377354,-2.074303285979471,-2.082888248959642,-2.0659027150029594
0.265,-2.072995602707766,-2.081386067165365,-2.064513326675021
0.266,-2.0700680955532933,-2.078408862139753,-2.0617481817503
0.267,-2.067133825608802,-2.0754572019238227,-2.0588274691853243
0.268,-2.064323140585315,-2.0727392359598866,-2.0558165048536345
0.26818548647790896,-2.0637939510548042,-2.07213576731308,-2.0552846028585567
0.269,-2.061366594692516,-2.0697199420731978,-2.052898384158315
0.27,-2.0585624291171754,-2.06687412327999,-2.0500248876854106
0.271,-2.0555964057763125,-2.0639939595887715,-2.0470901872086085
0.27136983668260917,-2.054529997159398,-2.0629444797743615,-2.0459425188775158
0.272,-2.052651371204752,-2.061083677486522,-2.0441024622553625
0.273,-2.0498259728654875,-2.0581725691358916,-2.041157253368907
0.274,-2.046869280752624,-2.0554106473339404,-2.0383940752761784
0.27423300427535136,-2.0462004544085683,-2.0547269064718137,-2.0375649578710915
0.275,-2.0440194298728596,-2.052425325677938,-2.0353571787653717
0.276,-2.0410821316222965,-2.049560763545754,-2.032389296595352
0.277,-2.038196649680218,-2.046696644801822,-2.029508242924761
0.278,-2.03526559450685,-2.0439030138347833,-2.026660336784204
0.279,-2.032311948090267,-2.041115448129643,-2.023646407001962
0.28,-2.029338061719035,-2.0381296745036472,-2.0207536402542576
0.281,-2.0264706096565743,-2.0352727596388687,-2.0178748163370988
0.28200000000000003,-2.023556019623067,-2.0324920933710096,-2.0148577606763065
0.28300000000000003,-2.020598374537291,-2.029558998157601,-2.0119047635769114
0.28400000000000003,-2.017665394240118,-2.0267654380886437,-2.008977292381462
0.28500000000000003,-2.0147124536014376,-2.0237679026239332,-2.0059951162511593
0.28600000000000003,-2.0117450033724253,-2.020895336628866,-2.003067119368062
0.28700000000000003,-2.0088286634143504,-2.017933197159432,-2.000045620579198
0.28800000000000003,-2.0058130029483534,-2.0149397412812204,-1.9971125517793171
0.28900000000000003,-2.0029459659363926,-2.011948070806545,-1.9940450810124037
0.29000000000000004,-1.9999639855035813,-2.0090646842204505,-1.9910322822026274
0.29100000000000004,-1.9968491778826793,-2.0061165733958903,-1.988008505141361
0.29200000000000004,-1.99381437110228,-2.0030276648895073,-1.985056362063406
0.29300000000000004,-1.9908155868564652,-1.9999582743364295,-1.9820646911729267
0.29400000000000004,-1.9878601016613338,-1.9972684010089545,-1.9789027335080158
0.29428121960450315,-1.9870037594480354,-1.9962047883383418,-1.9781158557179697
0.29500000000000004,-1.9847557622811318,-1.9939442741699176,-1.9758600601862994
0.29600000000000004,-1.9817477624689905,-1.9910258562204648,-1.9727134019264718
0.29700000000000004,-1.97862682478174,-1.9880263806462466,-1.9696161361510935
0.29800000000000004,-1.9755999690930641,-1.9849198212329506,-1.9663867475615895
0.29819329599549477,-1.9749917760262465,-1.984261252558216,-1.9659489173071725
0.29900000000000004,-1.972493126203545,-1.9818280177164453,-1.9633233701510984
0.30000000000000004,-1.969379337265365,-1.9788240896413467,-1.9601518806148643
0.30100000000000005,-1.9662379206055958,-1.9756468825022342,-1.9570375960140771
0.30200000000000005,-1.9631285853861185,-1.9725205822167338,-1.9537518729603711
0.30300000000000005,-1.959881171185252,-1.9694749141994259,-1.9507066905566144
0.3035271393442765,-1.9581714953406646,-1.9676737617622653,-1.9489423122958143
0.3037108917529434,-1.9576972414176819,-1.967116957693768,-1.9483640794367614
0.30400000000000005,-1.9567639128724559,-1.9662475688741772,-1.9474164815295563
0.30500000000000005,-1.9534690206422956,-1.9629273576701727,-1.944146653333179
0.30600000000000005,-1.9503049167895423,-1.9598399087911968,-1.9410641886343467
0.30700000000000005,-1.9471951491932455,-1.9567341647959058,-1.9375781369088743
0.3071751507199879,-1.9465507613489414,-1.9560337634855027,-1.936998479275182
0.30800000000000005,-1.943844772880706,-1.953377315057573,-1.9343579800082407
0.30900000000000005,-1.9405618366986084,-1.9501539938749648,-1.9309721633846757
0.31000000000000005,-1.9373555376262197,-1.9468868333299927,-1.9277226585291256
0.31100000000000005,-1.9340179672960844,-1.9437578264151862,-1.924270484939877
0.31200000000000006,-1.9307278917896198,-1.9404547259072578,-1.9209924943030776
0.31300000000000006,-1.927470250051404,-1.9372252900958404,-1.9174857927869549
0.31400000000000006,-1.924124238543996,-1.9338556734576946,-1.9141895233244206
0.31500000000000006,-1.9207142233478387,-1.9306280581631787,-1.910705506527796
0.3159081157786916,-1.9176454885853187,-1.9275796788811186,-1.9076219385643274
0.31600000000000006,-1.917326651232243,-1.927435672956193,-1.9071785872751204
0.31700000000000006,-1.9139230080873917,-1.9239362546812369,-1.9039242584151141
0.31800000000000006,-1.9105488903855412,-1.9207031685911529,-1.9002759225452612
0.31900000000000006,-1.9070788094817732,-1.917356150120519,-1.896890552729079
0.32000000000000006,-1.9036451248782023,-1.9140495256976044,-1.8933050200158044
0.32008860907817804,-1.9032605100843987,-1.9137502628700738,-1.8930172922479256
0.32100000000000006,-1.90013145593959,-1.9105263738393363,-1.889747841902532
0.32200000000000006,-1.8967156454932597,-1.9071896933461217,-1.8861622656048453
0.32300000000000006,-1.8931632577466977,-1.9039088415184413,-1.882670459872034
0.32400000000000007,-1.8896713756489967,-1.9002570171057904,-1.878979649507575
0.32500000000000007,-1.8862272071537147,-1.8969263000156293,-1.8752887151602369
0.32600000000000007,-1.8826461215532584,-1.8934514511501002,-1.871570761878179
0.32670376805998674,-1.8802061336588407,-1.8908587177305978,-1.8691938485585817
0.32700000000000007,-1.879090583122156,-1.8899856808218285,-1.868078658590714
0.32800000000000007,-1.875578633710338,-1.8863857063917258,-1.864507189439872
0.32900000000000007,-1.8719578848878846,-1.8829900049372477,-1.86071382750334
0.33000000000000007,-1.86842161766976,-1.8795291356083903,-1.8570200792488212
0.33100000000000007,-1.864875594033629,-1.876077751521294,-1.8532617798904472
0.3320000000000001,-1.8614009631819814,-1.8725459435951217,-1.8496410096701763
0.3330000000000001,-1.8577168317534154,-1.8690663013358075,-1.8460149040143943
0.3340000000000001,-1.8540797550842099,-1.8656434389644563,-1.8422988966884792
0.3350000000000001,-1.85045915937844,-1.8622360481523708,-1.8385026681518093
0.3360000000000001,-1.846938533142458,-1.858787385127712,-1.8346884735935935
0.3360275057092562,-1.8468771553118004,-1.8585971061203532,-1.8346797654065072
0.3370000000000001,-1.8434154279117556,-1.8552710285051528,-1.8309472989493052
0.3380000000000001,-1.8397937598397982,-1.8518221869327327,-1.8272049076043713
0.3390000000000001,-1.8362024164070263,-1.8483635843328345,-1.8235738687662026
0.3400000000000001,-1.832646878613028,-1.8448566389254601,-1.8198599059836913
0.3410000000000001,-1.8290825845340681,-1.841416907241539,-1.816082697769338
0.3420000000000001,-1.8254663306956798,-1.8379178846376978,-1.8123868177732751
0.3430000000000001,-1.8218827599690124,-1.8345544063729924,-1.8086719941788245
0.3440000000000001,-1.8182802250905423,-1.8310950993292745,-1.8048873666167495
0.3450000000000001,-1.8148318882757244,-1.827638974997894,-1.8010414932630203
0.3459180882588884,-1.8115135980126886,-1.8245933395562188,-1.7978037743955093
0.3460000000000001,-1.811272656254697,-1.8242725770654102,-1.7975165683351433
0.3470000000000001,-1.8078371477157678,-1.8209588612973961,-1.7937970517307322
0.3480000000000001,-1.8042436790008907,-1.8176307088400636,-1.7901778107871467
0.3490000000000001,-1.8007872772659943,-1.8141507637752858,-1.7863415364433632
0.3500000000000001,-1.7973693256251715,-1.8108416813366806,-1.7828057124596755
0.3510000000000001,-1.7938176536515535,-1.8074499676299243,-1.7791744625361017
0.3520000000000001,-1.7904975157124081,-1.8043525371534566,-1.7755804199891934
0.35270937664471524,-1.7880630400938635,-1.8018537918219626,-1.7729977982746088
0.3530000000000001,-1.7870159697046737,-1.8010247187242072,-1.7719857800897434
0.3540000000000001,-1.7836801448610857,-1.797589317007847,-1.7685443546138742
0.3550000000000001,-1.7804727176212092,-1.7943569196492084,-1.764956047813555
0.3553068390981111,-1.7794033639673583,-1.793191629416388,-1.7638325714598875
0.3560000000000001,-1.777033065652126,-1.79105002820857,-1.7615696587284027
0.3570000000000001,-1.77373823535736,-1.7879303992252582,-1.7580953999881248
0.3580000000000001,-1.7704591846375033,-1.784534890450004,-1.7545425411612827
0.3590000000000001,-1.7672343669118997,-1.78131430765458,-1.7512881727776732
0.3600000000000001,-1.7639622585291415,-1.7781678635144944,-1.7478158069471417
0.3610000000000001,-1.760867561067403,-1.7750907376928362,-1.7446697085462757
0.3620000000000001,-1.7575566198323076,-1.771929209022003,-1.741450785729941
0.3630000000000001,-1.7544599247084398,-1.7688384666745578,-1.7382038863260711
0.3640000000000001,-1.7514841020916698,-1.7656914742929826,-1.735025160410438
0.3650000000000001,-1.7482476283220323,-1.7626620205337522,-1.7320166196887852
0.3660000000000001,-1.7453490262865725,-1.759603146274575,-1.7290129451696836
0.3670000000000001,-1.742267072055046,-1.7566214593907608,-1.725997301188459
0.3680000000000001,-1.7393744316394606,-1.7536165425827202,-1.7229008657958915
0.36900000000000005,-1.7364576744060858,-1.7506744283423372,-1.7199938399122392
0.37000000000000005,-1.7335160980844317,-1.7477856884675442,-1.7173970524636781
0.37100000000000005,-1.7305831664737883,-1.7448725956284772,-1.714650451315944
0.37200000000000005,-1.7278108298124224,-1.7421305906863402,-1.7117424081652723
0.37300000000000005,-1.7249767089358086,-1.7392425678740215,-1.7092683117257348
0.37400000000000005,-1.7221724438294026,-1.7363077048126212,-1.7064898296635707
0.37500000000000006,-1.719395984242309,-1.7335946656815473,-1.703956860337661
0.37600000000000006,-1.7166516609560465,-1.7308003432490584,-1.7012378254820792
0.37700000000000006,-1.71410713508737,-1.727991273473866,-1.698946904028276
0.37800000000000006,-1.7114173445619807,-1.7253866476084743,-1.6964555478952374
0.37900000000000006,-1.708752527428588,-1.7226374634158623,-1.6940315796715708
0.38000000000000006,-1.706289594751175,-1.7198239424378314,-1.6917805719328194
0.38100000000000006,-1.7038215242954833,-1.7172831469639347,-1.6894416409866997
0.38200000000000006,-1.7013184059382849,-1.7145592632567594,-1.68736832699178
0.38300000000000006,-1.6988782940186122,-1.7119246341390115,-1.6851461077125767
0.38400000000000006,-1.6964363231734405,-1.7092332994039658,-1.6830121010005277
0.38500000000000006,-1.6941788467840557,-1.7068394367413853,-1.6810214210585315
0.38600000000000007,-1.6918327468303134,-1.7041579978748764,-1.6789089519161426
0.38700000000000007,-1.6895557194352764,-1.7017587211628484,-1.677036943872158
0.38800000000000007,-1.68724634432599,-1.699333990592451,-1.6750589973111716
0.3889236042162152,-1.6852573330944178,-1.6970128964795772,-1.6734043275592136
0.38900000000000007,-1.6850286926603202,-1.696881057607314,-1.673181484237189
0.39000000000000007,-1.6828702158986357,-1.69437633603766,-1.6714444443250414
0.39100000000000007,-1.6806726931505154,-1.6920839422190608,-1.6696496369526774
0.39200000000000007,-1.6785355357476934,-1.689745667398746,-1.667922505924592
0.39252757016455536,-1.6774495265397151,-1.6886601583715586,-1.666923155235122
0.39300000000000007,-1.6764970570287308,-1.6875731381969719,-1.6662103278637281
0.3940000000000001,-1.6745323341241036,-1.685268229164727,-1.6643524937273622
0.3950000000000001,-1.672474464681403,-1.6830259906659206,-1.6627439387482097
0.3960000000000001,-1.6705327013382054,-1.680846241220119,-1.6610099104708822
0.3970000000000001,-1.6685354626709157,-1.6785758495999277,-1.6593306967239967
0.3980000000000001,-1.6666936221881663,-1.676575314567554,-1.6577360689952054
0.3990000000000001,-1.6648548276219919,-1.6745030157566363,-1.6561106665031047
0.4000000000000001,-1.6630700797585076,-1.6723033260534632,-1.654358135154196
