# Flare profile durations spend above given threshold 
# threshold,  duration [rel. time] 
0.01, 18.56136107675168 
0.014712303676878907, 16.055442307837296 
0.01942460735375781, 14.251308536632713 
0.02413691103063672, 12.84056160429204 
0.02884921470751562, 11.681999477418126 
0.03356151838439453, 10.699164839011187 
0.03827382206127344, 9.846115753604808 
0.04298612573815234, 9.093295698021688 
0.047698429415031246, 8.42084899805678 
0.052410733091910154, 7.815137149633223 
0.057123036768789055, 7.266765932126555 
0.06183534044566796, 6.769345404880887 
0.06654764412254686, 6.318578474993527 
0.07125994779942577, 5.911469578369738 
0.07597225147630467, 5.545596257559165 
0.08068455515318358, 5.218510846077483 
0.08539685883006248, 4.927385164004984 
0.09010916250694138, 4.668945786946865 
0.0948214661838203, 4.439631555528008 
0.0995337698606992, 4.235839662269367 
0.1042460735375781, 4.0541462593091895 
0.10895837721445702, 3.891448771240638 
0.11367068089133592, 3.745028379312981 
0.11838298456821482, 3.612554559910611 
0.12309528824509373, 3.4920562823728156 
0.12780759192197264, 3.381878489589422 
0.13251989559885155, 3.2806353333709337 
0.13723219927573047, 3.187166157062078 
0.14194450295260935, 3.100496764017214 
0.14665680662948827, 3.01980660000813 
0.15136911030636718, 2.9444015445700864 
0.15608141398324607, 2.8736916270024033 
0.16079371766012499, 2.807172889971622 
0.1655060213370039, 2.7444126645413243 
0.1702183250138828, 2.685037613604226 
0.1749306286907617, 2.6287240057611174 
0.17964293236764062, 2.575189780474945 
0.1843552360445195, 2.5241880509792036 
0.18906753972139842, 2.475501762564506 
0.19377984339827733, 2.4289392815338435 
0.19849214707515622, 2.384330736199217 
0.20320445075203514, 2.34152496782289 
0.20791675442891405, 2.300386978247939 
0.21262905810579294, 2.2607957837007 
0.21734136178267185, 2.22264260217996 
0.22205366545955077, 2.185829316012107 
0.22676596913642966, 2.15026716236667 
0.23147827281330857, 2.115875613433513 
0.2361905764901875, 2.082581415060526 
0.24090288016706637, 2.0503177583272825 
0.2456151838439453, 2.0190235630876745 
0.2503274875208242, 1.9886428561880412 
0.2550397911977031, 1.9591242300399023 
0.259752094874582, 1.9304203696415225 
0.2644643985514609, 1.9024876381123446 
0.26917670222833984, 1.8752857124172806 
0.2738890059052187, 1.8487772622836214 
0.2786013095820976, 1.8229276664071454 
0.2833136132589765, 1.7977047609498096 
0.28802591693585544, 1.7730786160841387 
0.29273822061273436, 1.7490213369672296 
0.29745052428961327, 1.7255068860525888 
0.30216282796649213, 1.7025109240890888 
0.30687513164337105, 1.6800106675278115 
0.31158743532024996, 1.657984760371432 
0.3162997389971289, 1.6364131587667945 
0.3210120426740078, 1.6152770268674466 
0.32572434635088665, 1.5945586426856286 
0.33043665002776557, 1.5742413128179584 
0.3351489537046445, 1.5543092950702684 
0.3398612573815234, 1.5347477281283863 
